O=S(=O)(c1ccncc1)N1CCC1CN1CCC[C@@H](CN2CCC[C@H](CN3CCNCC3)C2)C1, {'score': 3.2158353328704834}
O=C(O)CC[C@H](NC[C@@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc1c[nH]cn1)N(c1cc(CBr)ccc1[N+](=O)[O-])c1ccc([N+](=O)[O-])c2ccccc12)C(=O)O, {'score': 3.5184128284454346}
O=C(CC[C@H](NC(=O)[C@@H]1CCCN1Cc1ccccc1N1CCC[C@@H]1C(=O)O)C(=O)O)OC1CCNCC1, {'score': 4.02655553817749}
CCCCn1cc(CN(c2c(F)cccc2C(=O)N2CCC[C@H](O)C2)c2ccc([N+](=O)[O-])c3ncccc23)nn1, {'score': 4.1641316413879395}
C[C@@H](CNS(=O)(=O)C1CC1)OC(=O)CO, {'score': 0.6542380452156067}
N#Cc1ccc(N(CCN2CCN(Cc3nc4ccccc4[nH]3)CC2)c2ccc(CBr)cc2[N+](=O)[O-])cc1Cn1cc(CN)nn1, {'score': 4.421009540557861}
N#Cc1ccc(N(CCN2CCN(c3nc(N)c4nc[nH]c4n3)CC2)c2cc(Cn3nnc(-c4cccc(N=C=S)c4)n3)ccc2[N+](=O)[O-])cc1, {'score': 5.333927631378174}
C#CCN(c1cc(Nc2ccccc2B(O)O)ncc1C)c1c(F)cccc1CN1Cc2ccccc2C[C@H]1C(=O)O, {'score': 4.546239376068115}
Cc1ncc(N(c2ncc3[nH]ccc3n2)[C@@H](CC(N)=O)C(=O)N2CCC(Nc3n[nH]cc3Br)CC2)[nH]1, {'score': 4.505544185638428}
NS(=O)(=O)CCN1CCN(c2csc(CN3CCC[C@@H](O)C3)n2)CC1, {'score': 3.4667837619781494}
CC(C)S(=O)(=O)N1CCC[C@H](O)C1, {'score': 1.0957720279693604}
O=Cc1ccnc(N2CCC(S(=O)(=O)F)CC2)c1, {'score': 2.770693063735962}
Oc1ccc(CCN(C[C@@H](Cc2ccccc2)Nc2cncc(O)c2)C[C@@H]2C[C@@H](O)CN2c2ccc3ccccc3n2)cc1, {'score': 4.6425251960754395}
Oc1cc(F)cc(-c2cnc(F)nc2)c1, {'score': 3.282696008682251}
Cc1cc(C#Cc2c[nH]cn2)cnc1F, {'score': 2.8758504390716553}
OB(O)c1ccc(F)c(-c2nnn(Cc3ccccc3F)n2)c1, {'score': 3.4119555950164795}
CSCC[C@H](NC(=O)N1CCC[C@@H](OC(=O)[C@H](N)Cc2c[nH]c3ccccc23)C1)C(=O)N1C[C@H](O)C[C@H]1CN[C@H](C(=O)O)C(C)C, {'score': 3.5584075450897217}
CN(CC(=O)N1CCC1C(=O)N1CCC(S(=O)(=O)F)CC1)C(=O)N(Cc1ccccc1Br)c1cc(Br)n[nH]1, {'score': 4.077295780181885}
O=C(Oc1ccc(Br)cn1)c1cccnc1O, {'score': 2.2155606746673584}
O=C(CCNS(=O)(=O)c1cnc(N2CCC(O)CC2)s1)NCCCCNC(=O)Nc1ccc(C(F)(F)F)cc1, {'score': 3.663897752761841}
O=C(Nc1cccc(B(O)O)c1)N[C@@H](Cc1c[nH]cn1)C(=O)O, {'score': 3.186640501022339}
Cc1ncc(-c2cc(C(=O)O)ccc2N2CCCC(COC(=O)[C@H]3CCCN3c3c(F)cccc3C(=O)O)C2)[nH]1, {'score': 4.080142974853516}
O=C(O)[C@@H]1CCCN(Cc2cccc(-c3ccnc(F)c3)c2)C1, {'score': 4.341952800750732}
O=C(N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)Oc1cccc(B(O)O)c1)N[C@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CCC[C@@H](O)C1)c1ccccc1, {'score': 4.593841075897217}
C[C@H](O)CN(CCCN(c1nc2ccccc2[nH]1)[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O)c1cc(B(O)O)ccc1C#N, {'score': 3.418855905532837}
CC[C@H](C)[C@@H](CN1CCNCC1)NC(=O)c1ccccc1Cn1nnc(-c2ccc(CBr)cc2)n1, {'score': 4.7141289710998535}
C#CCNCCCN(CCS(N)(=O)=O)c1ccc(-c2cc(F)ncc2C)cc1, {'score': 3.908440589904785}
CSCC[C@H](NC(=O)N[C@H](C)c1ccccc1)C(=O)N1CCC1CN1CCCC(N2CCC[C@H]2C(=O)O)C1, {'score': 4.295304298400879}
Cc1cnc(NCCN2CCN(C(=O)N(CCS(=O)(=O)F)[C@H](C(=O)OC3CCCCC3)c3ccccc3)CC2)cc1I, {'score': 3.8282692432403564}
O=C(O)[C@@H](Cc1c[nH]c2ccccc12)Nc1ccc([N+](=O)[O-])c2ncccc12, {'score': 4.149355888366699}
CC(C)CN(CCC(=O)OCCCN=[N+]=[N-])C(=O)N1CCC(S(=O)(=O)F)CC1, {'score': 2.2220818996429443}
Cc1ccc(Cn2cc(CN)nn2)cc1F, {'score': 2.4707589149475098}
Cc1sc(N[C@@H](Cc2cccs2)C(=O)O[C@H](C)[C@@H](Nc2ccc(B(O)O)cc2C#N)C(=O)Oc2ncccc2C(=O)O)nc1C(=O)O, {'score': 2.515639066696167}
CCCCCCOC(=O)[C@H]1CCCN(CCC[C@@H](C(=O)O)N(C(=O)N[C@@H](C)C(=O)O)c2nnnn2-c2cccc(C#N)c2)C1, {'score': 3.0995430946350098}
O=C(O)C[C@@H](C(=O)O)N(C(=O)[C@H](CS)NC(=O)N[C@H](Cc1c[nH]cn1)C(=O)O)c1ccc(C(=O)N2CCC[C@@H]2C(=O)O)c(F)c1F, {'score': 3.4665791988372803}
O[C@@H]1CCN(Cc2cscn2)C1, {'score': 1.4566032886505127}
CCCCNC(=O)N[C@@H](CCCN1CCC[C@@H]1C(=O)N1CCC(S(=O)(=O)F)CC1)C(=O)N1CCC[C@@H](C(=O)O)C1, {'score': 3.9545605182647705}
C=CCOC(=O)CN(C)C(=O)N(c1ccccn1)c1ccc(C(F)(F)F)cn1, {'score': 3.4714560508728027}
O=C(O)[C@@H](CCCN(C(=O)Nc1cccc(C(F)(F)F)c1)c1ccccn1)N(c1nc2ccccc2[nH]1)c1nnnn1-c1ccccc1F, {'score': 4.6381611824035645}
CC[C@H](C)[C@H](CN(CCO)Cc1ccc(OC)cc1)N(CCS(N)(=O)=O)c1cc(C=O)ccn1, {'score': 2.896838426589966}
Cc1cnc(F)cc1-c1ccc(C#N)s1, {'score': 2.7532291412353516}
O=Cc1cccnc1N1CCNCC1, {'score': 3.071829319000244}
CC(C)[C@H](C(=O)NCCc1ccncc1)N(C(=O)N1CCCC(COC(=O)c2ccc(F)c(C(F)(F)F)c2)C1)c1nnnn1-c1ccc(C#N)cc1, {'score': 4.432519435882568}
O=C(NCc1cn(Cc2cccc(F)c2)nn1)Nc1ccc(C(F)(F)F)cc1, {'score': 5.31512975692749}
COC(=O)c1ccccc1CN(CCCO)c1ncccc1N(c1ncc(Br)cc1B(O)O)[C@@H](C)c1ccccc1, {'score': 3.2154529094696045}
N[C@H](CO)C(=O)OCC#Cc1nc(-c2ccc(-c3nnn(CC4CC4)n3)nc2)cs1, {'score': 4.679234027862549}
COc1ccc(S(=O)(=O)NCCCC[C@@H](C(=O)Oc2ccc(C[C@H](N)C(=O)O)cc2)N(c2ncc(Br)cc2C)c2nnnn2Cc2cccc(F)c2)cc1, {'score': 3.226856231689453}
Cc1ncc(-c2c(C)cccc2C)[nH]1, {'score': 3.3205044269561768}
CC(C)S(=O)(=O)N1CCC[C@H](CN(c2ccc(CBr)cc2[N+](=O)[O-])[C@H](CCC(N)=O)C(=O)Oc2cncc(Br)c2)C1, {'score': 2.8867084980010986}
CC(=O)c1ccc(S(=O)(=O)N2CC[C@@H](O)C2)cc1, {'score': 2.667205333709717}
CCCCn1nnc(-c2ccc(C(=O)OCC(=O)OCCc3cn(Cc4ccc(C(=O)O)cc4)nn3)cn2)n1, {'score': 3.5700995922088623}
O=C(Oc1cc(F)cc(B(O)O)c1)c1ccc(S(=O)(=O)F)cc1, {'score': 2.2991416454315186}
O=C(O)C[C@@H](C(=O)O)N(Cc1ccc(Cn2cc(CO)nn2)cc1)c1ccc(B(O)O)cc1-c1nnn(Cc2ccccc2F)n1, {'score': 4.051732540130615}
S=C=Nc1cccc(-c2nnn(Cc3ccc(CN(Cc4ccccc4)Cc4c[nH]c5ccccc45)cc3)n2)c1, {'score': 5.705498695373535}
Cc1ccc(Cn2cc(COC(=O)[C@H](CO)N(CCC=O)c3ncc(Br)cn3)nn2)cc1F, {'score': 2.7378456592559814}
COc1cccc(CNC[C@@H](C)N(c2ccc(-c3nnn(Cc4ccccn4)n3)cn2)c2nc3ccccc3[nH]2)c1, {'score': 5.2178544998168945}
O=C(Oc1ccc(C[C@H](C(=O)O)N(C(=O)N2CCC(S(=O)(=O)F)CC2)c2cccnc2NCCc2c[nH]c3ccccc23)cc1)c1cc(B(O)O)ccc1F, {'score': 3.998418092727661}
Cc1cc(C#CCCOC(=O)c2cc(C(F)(F)F)ccn2)cnc1N1CCCC(COC(=O)c2ccc(C#N)nc2)C1, {'score': 3.517045497894287}
[N-]=[N+]=NCCCOC(=O)[C@@H]1Cc2ccccc2CN1C(=O)N(c1ccc(B(O)O)cc1)c1cc(Cn2cc(CN)nn2)ccc1[N+](=O)[O-], {'score': 3.43876051902771}
CC(c1ccc(S(=O)(=O)F)cc1)N(CCBr)[C@@H](CC(=O)O)C(=O)OCc1cn(CC2CCCCC2)nn1, {'score': 3.3072335720062256}
CSCC[C@H](CN(C)CC(=O)O)N(c1ccc(CN2CCCC(CO)C2)cc1C(F)(F)F)c1nnnn1-c1ccccc1, {'score': 3.6655642986297607}
N#Cc1ccc2[nH]cc(CN(CCC[C@@H](C(=O)O)N(CCC(=O)O)c3nnnn3-c3ccc(OC(F)(F)F)cc3)c3ccc([N+](=O)[O-])c4ncccc34)c2c1, {'score': 4.206676006317139}
O=[N+]([O-])c1ccc(N2CCC(O)CC2)c2cccnc12, {'score': 3.3865277767181396}
OCCc1cn(Cc2cccc(-c3nnn(CC4CC4)n3)c2)nn1, {'score': 5.8091654777526855}
C[C@H](O)CN(CCCO)c1ccc(C(=O)N2CCC[C@H](OC(=O)c3ccc(CCl)cc3)C2)cc1, {'score': 3.866272211074829}
C#Cc1cnc(F)nc1, {'score': 2.1566998958587646}
NS(=O)(=O)CCN(CCc1ccc(S(N)(=O)=O)cc1)c1ccc([N+](=O)[O-])c2ccccc12, {'score': 3.878413438796997}
C[C@@H](OC(=O)c1ccc(N(Cc2ccc(F)c(C(F)(F)F)c2)[C@@H](CCC(=O)O)C(=O)O)c(-c2ncccc2N)c1)[C@H](N)C(=O)O, {'score': 3.6123714447021484}
CC(C)[C@@H](C(=O)O)N(C(=O)N(C)CC(=O)O)c1nnnn1-c1ccc(-c2nnn(Cc3cccnc3)n2)cc1, {'score': 4.44835090637207}
C[C@H](NCc1ccccn1)C(=O)O, {'score': 2.5657336711883545}
O=C(OC[C@@H](Nc1nnnn1-c1ccc(Cl)cc1Cl)C(=O)N1C[C@H](O)C[C@H]1CN[C@@H](CO)C(=O)O)c1ccccn1, {'score': 3.621530294418335}
COC(=O)c1cccc(CN(CCc2ccc(S(N)(=O)=O)cc2)c2ncc3[nH]ccc3n2)c1, {'score': 3.6418113708496094}
Cc1ccc(S(=O)(=O)F)cc1N(C[C@H]1CCCN1S(=O)(=O)c1cccc(-c2cscn2)c1)c1nc(N)c2nc[nH]c2n1, {'score': 3.7639777660369873}
CSCC[C@H](C(=O)O)N(CCS(N)(=O)=O)Cc1ccccn1, {'score': 2.1188204288482666}
O[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2F)C1, {'score': 3.7352278232574463}
O=C(O)[C@@H]1C[C@@H](O)CN1C(=O)N(c1ccc(-c2ccc(O)nc2)cc1)c1ncc2[nH]ccc2n1, {'score': 4.086211681365967}
NC(=O)CC[C@@H](C(=O)O)N(C[C@H]1CCCN1Cc1ccc(-c2cnc(F)nc2)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O, {'score': 4.734652996063232}
O=C(O[C@@H]1CCCN(C2CCOCC2)C1)c1ccncc1, {'score': 3.0119590759277344}
Cc1ncc(-c2cccc(C(=O)Nc3cc(S(=O)(=O)F)ccc3C)c2)[nH]1, {'score': 4.717305660247803}
Cc1cnc(F)cc1-c1ccc(N(Cc2cccnc2)[C@@H](CS)C(=O)N[C@@H]2CCCC[C@H]2O)c(C#N)c1, {'score': 4.193324565887451}
O[C@@H]1CCCN(Cc2ccc(C(F)(F)F)c(F)c2)C1, {'score': 3.6953814029693604}
CC(C)[C@@H](CN1CC[C@@H](OC(=O)c2cccnc2C#CCCO)C1)NC(=O)c1ncccc1C(F)(F)F, {'score': 3.461193561553955}
O=C(O)CNC(=O)c1ccccn1, {'score': 2.683244228363037}
O=[N+]([O-])c1cc(CBr)ccc1N(c1ccc(Br)cc1)C1CCN(Cc2ccnc(-c3ccccc3Cl)c2)CC1, {'score': 5.040508270263672}
Cc1sc(N2C[C@H](O)C[C@H]2C(=O)O[C@H]2CCCN(c3ncccc3CNc3ccccc3C(=O)O)C2)nc1C(=O)O, {'score': 3.771345853805542}
Cc1sc(N2CCC[C@@H]2C(=O)NCCN2CCOCC2)nc1C(=O)N1CCC[C@@H]1C(=O)NCC(C)C, {'score': 5.152811527252197}
O=Cc1ccc(C(=O)OC2CCCCC2)cc1, {'score': 2.9524309635162354}
C[C@H](NCCC(=O)O)C(=O)O, {'score': 1.141350269317627}
COc1ccc(Cn2nnc(-c3ccc(-c4cc(F)ncc4C)s3)n2)cc1, {'score': 4.929500102996826}
CC(C)CN(C(=O)N1CC[C@@H](OC(=O)c2ccc(F)c(C(F)(F)F)c2)C1)c1c[nH]cn1, {'score': 3.743135690689087}
C[C@H](O)CN(c1c[nH]cn1)C1CCOCC1, {'score': 1.8998100757598877}
O=CCN(C(=O)N1CCC[C@@H]1C(=O)O)[C@H](Cc1c[nH]cn1)C(=O)N(Cc1cncc(Br)c1)c1nc(F)nc2[nH]cnc12, {'score': 3.637505292892456}
NC(=O)C[C@@H](NS(=O)(=O)N1CCOCC1)C(=O)OC1CCCC1, {'score': 1.3464057445526123}
O=S(=O)(C1CC1)N1CCN(CCN(c2ccc(-c3nnn(Cc4ccccc4F)n3)c(CBr)c2)c2cccnc2F)CC1, {'score': 4.373355388641357}
Nc1ccccc1C(=O)OCC1CCCN(S(=O)(=O)c2ccc(C(=O)OCCc3cn(Cc4cccnc4)nn3)cc2)C1, {'score': 2.9582879543304443}
Cc1ccc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)cc1NS(=O)(=O)c1ccc(C(C)N2CC[C@@H](O)C2)cc1, {'score': 3.062291383743286}
CCCCCCn1nnc(-c2ccc(B(O)O)cn2)n1, {'score': 2.8968212604522705}
O=C(O)CC[C@H](C(=O)O)N(C[C@@H](CO)N(c1ncccc1B(O)O)c1nnnn1C1CC1)S(=O)(=O)N1CCCCC1, {'score': 2.4168965816497803}
O=Cc1ccc(N(Cc2cccc(F)n2)c2ccccc2C(=O)Oc2ccc(-c3cnc(F)c(B(O)O)c3)cc2)c(C(F)(F)F)c1, {'score': 4.29221773147583}
CC(C)S(=O)(=O)N(c1ncc(N2CCC[C@@H](C(=O)O)C2)cn1)[C@@H](CCC(N)=O)C(=O)O, {'score': 3.28287672996521}
Cc1cnc(N(Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@@H](O)C2)cc1N1CCN(Cc2cccnc2)CC1, {'score': 5.137703895568848}
O=C1CCN(Cc2ccccc2C(F)(F)F)CC1, {'score': 3.38647723197937}
Cc1ccc(Cn2nnc(-c3ccccc3Cn3cc(CO)nn3)n2)cc1F, {'score': 4.556812763214111}
C#Cc1ccnc(Nc2cccnc2N2CCC2CNc2ccccc2B(O)O)c1, {'score': 4.5076799392700195}
O=C(O)[C@@H]1CCCN1Cc1cccnc1Br, {'score': 2.7255361080169678}
C[C@@H](O)[C@H](NC[C@H](Cc1ccccc1)Nc1ccc(C#N)cc1)C(=O)N1CCN(CCNc2ccc(C(=O)O)cc2C(F)(F)F)CC1, {'score': 4.430340766906738}
O=C1CCN(C(=O)c2cscn2)CC1, {'score': 1.7912554740905762}
N#Cc1ccc(B(O)O)cc1N(c1nnnn1-c1ccccc1C(F)(F)F)[C@@H](CS)C(=O)O, {'score': 3.1835131645202637}
CN(CC(=O)O)C(=O)N(c1ccc(-c2ccc(S(=O)(=O)F)cc2)cn1)C1CCN(CC(C)(C)N)CC1, {'score': 3.914327621459961}
CC(C)CNC(=O)[C@@H](N)CCC(=O)OC[C@H](Nc1ccc([N+](=O)[O-])c2ccccc12)C(=O)OCCN=[N+]=[N-], {'score': 3.425402879714966}
O=S(=O)(F)C1CCN(c2nc3ccccc3[nH]2)CC1, {'score': 3.368273973464966}
COC(=O)c1cccc(CN[C@H](CCCCNC(=O)[C@H](CCCNC(=N)N)N(Cc2cnccc2N)c2ccc(C(=O)O)cc2)C(=O)O)c1, {'score': 3.4957032203674316}
C#Cc1csc(N(Cc2c[nH]c3ccc(F)cc23)c2ccc([N+](=O)[O-])c3ncccc23)n1, {'score': 4.620894908905029}
CCCCn1nnc(-c2ccc(N(c3ncc(Nc4cccc(B(O)O)c4)cc3C)C3CCCCC3)c(C(F)(F)F)c2)n1, {'score': 2.77974009513855}
C=CCn1nnnc1N(CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)NCCCC[C@H](Nc1ccc(C(=O)O)c(F)c1F)C(=O)O, {'score': 3.456613302230835}
O=C(O)CCN(Cc1ccc(C(F)(F)F)cc1)[C@H](Cc1c[nH]cn1)C(=O)O, {'score': 3.0370662212371826}
CN(CCN(c1ccc(C#N)c(CBr)c1)[C@H](CS)C(=O)O)c1cccc(S(=O)(=O)N[C@H](CS)C(=O)O)n1, {'score': 2.843087673187256}
CC(C)(NCc1ccccc1Cn1nnc(-c2ccc(N(CCO)c3c[nH]cn3)cc2)n1)C(=O)O, {'score': 4.234598636627197}
COCCN(c1cc(Cn2cc(CCO)nn2)ccc1[N+](=O)[O-])c1ccc([N+](=O)[O-])c2ccccc12, {'score': 3.9107887744903564}
N=C(N)NCCC[C@H](C(=O)NCc1ccccc1)N(CCS(N)(=O)=O)c1nnnn1-c1ccc(Cl)cc1Cl, {'score': 4.198776721954346}
CSCC[C@H](C(=O)N1CCCC(CO)C1)N(CCC=O)c1ccc(B(O)O)cc1C(=O)O, {'score': 2.6666758060455322}
N#Cc1ccc(B(O)O)cc1N[C@@H](Cc1cccs1)CN(Cc1cccc(Br)c1)Cc1cn(Cc2ccc([N+](=O)[O-])c(F)c2)nn1, {'score': 3.9886085987091064}
CCCCNC(=O)N1CC[C@@H](O)C1, {'score': 2.529625177383423}
Cc1ncc(N(Cc2ccccc2O)c2ccc(C(F)(F)F)cn2)[nH]1, {'score': 4.3001251220703125}
FC(F)(F)c1ccc(-c2ccc(S)cc2)nc1, {'score': 3.999861001968384}
CSCC[C@@H](CN1CCCC(CO)C1)N(CCS(N)(=O)=O)Cc1cccc(F)c1F, {'score': 2.740860939025879}
Cc1cc(C)cc(-c2cnc(C)[nH]2)c1, {'score': 2.6034789085388184}
COc1ccc(CNS(=O)(=O)c2cnc(N(CCS(=O)(=O)N[C@H](CCCNC(=N)N)C(=O)O)Cc3cccc(O)c3)s2)cc1, {'score': 2.9819443225860596}
N#Cc1ccc(Cn2nnc(-c3ccc(N(c4ccc(B(O)O)cc4C#N)[C@H](CNCc4cccc(O)c4)Cc4ccccc4)cc3)n2)c(F)c1, {'score': 4.219445705413818}
Cc1ncc(-c2ccc(N(c3cc(F)ncc3C)c3ccc(C=O)cc3C(F)(F)F)nc2)[nH]1, {'score': 4.140589237213135}
CN(CCN1CCC[C@H]1C(=O)O)CCS(=O)(=O)NCc1cn(Cc2ccccc2F)nn1, {'score': 2.878375768661499}
C=CS(=O)(=O)Nc1nc(N(Cc2ccccc2CCl)[C@@H](CC2CCCCC2)C(=O)Oc2ccc(C[C@@H](N)C(=O)O)cc2)nc2[nH]cnc12, {'score': 3.2715370655059814}
NC(=O)C[C@H](C(=O)NCc1ccccc1O)N(C(=O)N1CCCC(CO)C1)c1nc2ccccc2[nH]1, {'score': 4.282951831817627}
COc1cccc(CNC(=O)[C@@H]2Cc3ccccc3CN2c2cc(-c3ccccc3C=O)ccc2C#N)c1, {'score': 4.909381866455078}
CC[C@H](C)[C@@H](NC(=O)[C@@H](NS(=O)(=O)N1CCCCC1)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)O, {'score': 2.683516263961792}
COc1ccnc(N2CCCC(N[C@@H](CCCCN)C(=O)O)C2)n1, {'score': 2.9787373542785645}
C[C@@H](OC(=O)[C@H](C)N(c1nnnn1-c1cccc(Cl)c1Cl)S(=O)(=O)c1ccc(Br)cc1)[C@@H](NC(=O)NC1CC1)C(=O)O, {'score': 3.263546943664551}
N[C@H](COC(=O)C1CCN1C(=O)N(c1ccc(-c2cncc(C(F)(F)F)c2)cn1)c1nc2ccccc2[nH]1)C(=O)O, {'score': 4.040032386779785}
N#Cc1ccc(B(O)O)cc1N(c1nc(N)c2nc[nH]c2n1)[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)OC1CCN(C(=O)c2cccnc2F)CC1, {'score': 4.198701858520508}
O=C(NCc1ccccc1)c1ccc(C(F)(F)F)cn1, {'score': 5.237170219421387}
Cc1cnc(N2CCC2C(=O)O[C@H]2CCCN(c3ccc(C(=O)O)cc3B(O)O)C2)cc1-c1ccccc1F, {'score': 4.266798973083496}
COc1cncc(-c2ccc(OC(=O)[C@@H](C)O)nc2)c1, {'score': 3.712435007095337}
O=C(N1CCC[C@@H](O)C1)N(c1ccc(N(c2ccc(S(=O)(=O)F)cc2)c2ccc([N+](=O)[O-])c3ncccc23)cc1)C1CC1, {'score': 2.897463083267212}
O=C(O)[C@H](CS)Nc1nnnn1-c1ccc(Cl)cc1Cl, {'score': 2.962414503097534}
COc1ccc(NC(=O)NC2CC2)cc1, {'score': 5.834992408752441}
CC[C@@H](CNCCc1c[nH]c2ccc(O)cc12)N(c1ccccn1)c1ccc([N+](=O)[O-])c2ncccc12, {'score': 4.412273406982422}
CC(C)[C@@H](NC(=O)c1cccnc1N(CC(=O)O)c1ccc(C(=O)O)cc1)C(=O)O, {'score': 3.6003174781799316}
O=C(Oc1cccc(-c2cccc(S(=O)(=O)F)n2)c1)c1ccc(F)c(F)c1F, {'score': 3.6227195262908936}
