C#Cc1cnc(N(C[C@H](CC(=O)O)NC(=O)NC2CCCC2)c2ccc(C#N)cc2C(F)(F)F)c(C)c1, {'score': 4.113136291503906}
N#Cc1ccc(N(c2nnnn2CCN2CCOCC2)[C@H](COC(=O)c2cccc(F)n2)C(=O)Nc2ccncc2C=O)cc1, {'score': 3.9071247577667236}
Cc1cc(C)cc(-c2cnc(C)[nH]2)c1, {'score': 2.6034789085388184}
OCc1cn(Cc2ccccc2)nn1, {'score': 2.2276155948638916}
O=Cc1cccc(C(=O)OCCCOC(=O)[C@@H]2CCCN(c3ccc(-c4nnn(Cc5ccccc5F)n4)cc3C(F)(F)F)C2)c1, {'score': 3.850637912750244}
C[C@@H](O)[C@H](NC(=O)N1CCC(O)CC1)C(=O)O, {'score': 2.2616913318634033}
Cc1cc(C#CCO)cnc1F, {'score': 2.163975715637207}
COc1ccc(-c2ccc(C#N)c(N(c3nnnn3Cc3ccccc3)[C@@H](CCC(N)=O)C(=O)O)c2)cn1, {'score': 4.39585542678833}
Cc1ncc(N(CCc2ccc(S(N)(=O)=O)cc2)c2ccc(-c3nnn(Cc4ccccc4CN4CCC[C@H](O)C4)n3)cn2)[nH]1, {'score': 5.217385768890381}
N=C(N)NCCC[C@@H](N)C(=O)N1CC[C@@H](O)C1, {'score': 1.8597347736358643}
Cc1cc(F)ccc1-c1ncccc1N(Cc1c[nH]c2cc(N3CCC(=O)CC3)ccc12)c1cc(B(O)O)ccc1C#N, {'score': 4.133627414703369}
CN(CC(=O)O)C[C@@H]1CCCN1c1nc(N(c2ncc(S(=O)(=O)F)s2)c2c(F)cccc2C(=O)O)c2nc[nH]c2n1, {'score': 3.712184190750122}
COc1ccc(Cn2nnc(-c3cc(B(O)O)ccc3N(c3cscn3)[C@@H]3CCCC[C@H]3O)n2)cc1, {'score': 3.8050169944763184}
COc1ccc(CNC(=O)N(c2c(F)cccc2C(=O)O)C2CCC2)cc1, {'score': 4.437581539154053}
Cc1ncc(-c2ccc(CN3CCC[C@H](C(=O)OC4CCCC4)C3)cc2)[nH]1, {'score': 4.44596529006958}
C=CCOC(=O)c1cccnc1N1Cc2ccccc2C[C@H]1C(=O)O[C@H](C)CNCCOC, {'score': 2.9918735027313232}
O=C(OC1CCN(Cc2ccncc2)CC1)c1ccc(N(c2cccc(C(=O)O)n2)[C@H](CO)C(=O)O)cc1, {'score': 4.154971599578857}
C[C@H](NC(=O)c1ccccc1N(c1nc2ccccc2[nH]1)c1c(C(=O)OCCN=[N+]=[N-])ccc(F)c1F)C(=O)O, {'score': 3.3796539306640625}
CC[C@H](C)[C@H](Nc1nc(N(c2ncccc2CN2CCC(=O)CC2)c2ncccc2C(F)(F)F)c2nc[nH]c2n1)C(=O)O, {'score': 3.9509081840515137}
C#CCCOC(=O)[C@@H](C)O, {'score': 0.2335033416748047}
CC[C@H](C)[C@@H](CN1CCC[C@@H](C(=O)O)C1)NC(=O)Nc1ccc(N2CCN(C(=O)c3cncs3)CC2)cc1, {'score': 4.367969989776611}
O=C(OCCC#Cc1ncccc1C(F)(F)F)c1cncc(F)c1, {'score': 2.3160793781280518}
Cc1ncc(N[C@H](CO)CN2CCC[C@H](O)C2)[nH]1, {'score': 2.5820324420928955}
C#CCNCCC[C@H](C(=O)O)N(c1ccc(C#N)c(CBr)c1)c1cc(-c2ccccc2C#N)c(C)cn1, {'score': 3.908684253692627}
Cc1cnc(F)cc1-c1cccc(F)c1, {'score': 2.8145596981048584}
COC(=O)CCN(Cc1cccc(OC)c1)Cc1ccnc(-c2ccc(F)cc2C)c1, {'score': 3.850200653076172}
O=C(O)[C@H]1CCCN1c1ncc(S(=O)(=O)F)s1, {'score': 2.689882278442383}
C=CCNC(=O)N[C@@H](COC(=O)[C@H](Cc1c[nH]cn1)N(C(=O)N1CCC[C@@H](C(=O)O)C1)c1ccc(C#N)cc1C(F)(F)F)C(=O)O, {'score': 3.395397424697876}
N#Cc1ccccc1Cn1nnc(-c2ccc(B(O)O)cc2N(C[C@H](N)Cc2c[nH]cn2)c2cccnc2-c2cc[nH]n2)n1, {'score': 3.909146308898926}
COc1cccc(C(C)NCC(=O)O)c1, {'score': 2.7000701427459717}
N#Cc1ccc(N[C@H](CC(N)=O)C(=O)O[C@H]2CCCN(c3ccc(C#N)c(Cn4nnc(-c5cccc(N=C=S)c5)n4)c3)C2)cc1CBr, {'score': 4.495266914367676}
COc1cccc(CN(Cc2cncc(F)c2)c2nc3ccccc3[nH]2)c1, {'score': 4.7630157470703125}
COc1ccc(C(F)(F)F)cc1CN(c1cnc(C)[nH]1)c1c(F)cccc1CN1CCC[C@@H](OC(=O)[C@@H](C)N)C1, {'score': 4.287429332733154}
O=S(=O)(C1CCOCC1)N1CCC[C@@H](O)C1, {'score': 1.0929973125457764}
N[C@H](CCCCNc1ccc(C(=O)OCC(=O)O)c(N(c2cccc(C=O)c2)c2nc(Br)cs2)c1F)C(=O)O, {'score': 3.1333091259002686}
O=C(N[C@@H]1CCCC[C@H]1O)N(Cc1ccccc1O)c1ccc([N+](=O)[O-])c2ccccc12, {'score': 4.517101764678955}
CN(CC(=O)O)S(=O)(=O)c1cnc(N(c2nnnn2CC2CCCCC2)[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N2CCC[C@@H](C(=O)O)C2)s1, {'score': 3.827754259109497}
Cc1sc(N(c2nnnn2C2CCCCC2)[C@@H](CCC(=O)O)C(=O)NCCO)nc1C(=O)OC1CCNCC1, {'score': 3.3330600261688232}
N#Cc1cc(B(O)O)ccc1N(CC#Cc1c[nH]nc1Nc1ccc([N+](=O)[O-])c2ncccc12)c1nc2ccccc2[nH]1, {'score': 4.202695846557617}
CN(CC(=O)OCCc1cn(Cc2ccc(C(=O)O[C@@H]3CCNC3)cc2)nn1)C(=O)Nc1ccc(Cl)c(Cl)c1, {'score': 3.610769271850586}
O=[N+]([O-])c1ccc(N2CCN(CCN(c3ccc(-c4nnn(CCO)n4)c(CBr)c3)c3ccc([N+](=O)[O-])c4ccccc34)CC2)c2ccccc12, {'score': 3.884481191635132}
Cc1ncc(-c2cc(C(=O)NCc3cccc(O)c3)ccc2N(CCC(=O)O)c2cscn2)[nH]1, {'score': 4.351612567901611}
Cc1sc(Cl)nc1C(=O)N(c1ccc(C=O)cc1C(F)(F)F)[C@@H](CCCN(C(=O)N1CCC[C@@H]1C(=O)O)c1cncc(C(F)(F)F)c1)C(=O)O, {'score': 3.3985443115234375}
C[C@H](CN)OC(=O)[C@H](CC(=O)O)N(c1cnc(F)nc1)C1CCN(c2ncc3[nH]ccc3n2)CC1, {'score': 3.4205400943756104}
C=CCn1cc(-c2cscn2)nn1, {'score': 2.1980292797088623}
C[C@H](CN(c1ccnc(F)c1)c1ccc([N+](=O)[O-])c2ccccc12)OC(=O)[C@H]1CCCN1c1ccc(C#N)cc1C(F)(F)F, {'score': 3.8260836601257324}
Cc1cc(-c2ccc(N)nc2)cnc1N(C[C@@H](N)CC(N)=O)c1ccc(CNC2CC2)cc1, {'score': 4.412391185760498}
C=CS(=O)(=O)N[C@H](CS)C(=O)O, {'score': 0.326201468706131}
COc1cccc(CN(c2cc(CBr)ccc2[N+](=O)[O-])c2ccc(CN3CCC[C@@H]3C(=O)N(C)CC(=O)O)cc2C(F)(F)F)c1, {'score': 4.298834323883057}
N[C@H](CCC(=O)O[C@@H]1C[C@@H](C(=O)O)N(C(=O)N2CCC[C@H](OC(=O)[C@H](Cc3ccc([N+](=O)[O-])cc3)Nc3cc(CBr)ccc3[N+](=O)[O-])C2)C1)C(=O)O, {'score': 3.5463716983795166}
OCC1CCCN(Cc2ccc(C(F)(F)F)cc2)C1, {'score': 4.0259928703308105}
COC(=O)CCN[C@@H](CNCCCCNc1c(C(=O)O)ccc(F)c1F)COC(=O)c1cccc(C=O)c1, {'score': 2.814035654067993}
CC[C@H](C)[C@@H](C(=O)OC[C@H](N)C(=O)O)N(C[C@H]1CCCN1Cc1cncc(Br)c1)c1c[nH]cn1, {'score': 2.9145090579986572}
[N-]=[N+]=NCCCOC(=O)c1cccnc1, {'score': 1.8371522426605225}
O=Cc1cccc(-c2ccccc2Cl)c1, {'score': 3.676849603652954}
N[C@H](CCCCNc1ccc([N+](=O)[O-])c2ncccc12)CN(Cc1cn(Cc2ccc(F)c([N+](=O)[O-])c2)nn1)Cc1ccccc1C(=O)O, {'score': 3.852489471435547}
CC(c1cccc(B(O)O)c1)N(c1ncc(C#CCCO)cc1B(O)O)[C@H](CC(N)=O)C(=O)N1CCC[C@@H](O)C1, {'score': 3.004808187484741}
CC(C)[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)OCCCOC(=O)[C@@H]1Cc2ccccc2CN1Cc1ccc(F)c(C(F)(F)F)c1, {'score': 3.703737258911133}
C[C@H](NC(=O)N1CCN(CCNS(=O)(=O)c2ccncc2)CC1)c1ccccc1, {'score': 3.670334815979004}
Cc1cc(-c2ccc(N(c3nc(C(=O)O)c(C)s3)c3ccc(C#N)cc3C(F)(F)F)nc2)cnc1NC(=O)c1cccc(F)c1F, {'score': 4.030337333679199}
Clc1cccc(-c2cscn2)c1, {'score': 2.3239216804504395}
CC[C@H](NCc1ccc(C(F)(F)F)cc1N(CCc1ccncc1)c1cc(-c2ccccc2F)ccn1)C(=O)O, {'score': 4.716643810272217}
C[C@H](CNc1cc(C=O)ccn1)OC(=O)[C@H](CCCCNC(=O)NC1CCCC1)Nc1nnnn1C1CCCCC1, {'score': 3.4217112064361572}
COc1ccccc1CNC(=O)Nc1cccc(C(F)(F)F)c1, {'score': 4.964181423187256}
O=C1CCCN(Cc2ncc[nH]2)C1, {'score': 1.7443106174468994}
Cc1cc(-c2ccc(N(C(=O)NCc3ccco3)c3nc(NC(=O)N(C)CC(=O)O)c4nc[nH]c4n3)nc2)cnc1F, {'score': 3.626361131668091}
O=C1CCCN(Cc2cc(C(F)(F)F)ccc2-c2cn(CC3CC3)nn2)C1, {'score': 5.601659774780273}
N#Cc1ccc(N(Cc2ccc(O)cc2)C[C@H](Cc2ccc(O)cc2)N(C(=O)N2Cc3ccccc3C[C@H]2C(=O)O)c2cc(CBr)ccc2[N+](=O)[O-])cc1CBr, {'score': 4.165391445159912}
O=C(O)[C@H]1CCCN1CCCNc1ccc([N+](=O)[O-])c2ccccc12, {'score': 3.5063202381134033}
Cc1nc(C#CCNC(=O)Nc2ccc(Cl)c(Cl)c2)sc1C(=O)O, {'score': 3.1046624183654785}
Cc1cnc(F)cc1N(Cc1ccccc1)[C@@H](CCCNC(=N)N)C(=O)Oc1ccccc1CNc1cc(B(O)O)ccc1C#N, {'score': 3.7067196369171143}
CCCCCCn1nnc(-c2cccc(-n3nnnc3N(c3ccc(B(O)O)cc3-c3nnn(Cc4ccccc4F)n3)[C@H](CC(=O)O)C(=O)O)c2)n1, {'score': 3.7055611610412598}
CCc1ccccc1Cn1cc(-c2ncccc2C(F)(F)F)nn1, {'score': 4.155937671661377}
O=C(O)c1ccc(CN2CCC[C@H]2C(=O)O)cc1, {'score': 3.4547078609466553}
COc1cccc(C(C)N(c2ccc(S(=O)(=O)F)cn2)[C@H](CC(=O)O)CN(C(=O)N(C)CC(=O)O)c2ccc(F)nc2Br)c1, {'score': 3.407803773880005}
CC(c1ccc(S(=O)(=O)NC[C@@H](C)O)cc1)N1CC[C@@H](O)C1, {'score': 3.363901376724243}
C=CCOC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(N(c2c[nH]cn2)c2ccncc2C=O)c(C(F)(F)F)c1, {'score': 4.146350383758545}
C=CCNC(=O)CN(CCS(N)(=O)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCN1CCOCC1, {'score': 3.567225217819214}
N#Cc1ccc(N(CCCC[C@@H](CNCc2ccc(O)cc2)Nc2ccc(C=O)cc2C(F)(F)F)C2CCC2)nc1, {'score': 3.6159605979919434}
COC(=O)c1ccccc1CN(Cc1ccccc1OC)c1ccc(-c2nnn(CC3CC3)n2)c(Cn2cc(CCO)nn2)c1, {'score': 4.498790264129639}
O=C(NCc1ccco1)N1CCC(S(=O)(=O)F)CC1, {'score': 3.685648202896118}
CN(CC(=O)Oc1cccc(B(O)O)c1)c1ccc(C(F)(F)F)cn1, {'score': 2.5845839977264404}
O=[N+]([O-])c1cc(CBr)ccc1N(c1ccc([N+](=O)[O-])c2ncccc12)[C@@H]1CCCC[C@H]1O, {'score': 3.583111524581909}
NC(=O)C[C@@H](NC(=O)Nc1cccc(C(F)(F)F)c1)C(=O)Oc1cccc(B(O)O)c1, {'score': 3.223304510116577}
O[C@H]1CCCN(C2CCCN(c3cccnc3F)C2)C1, {'score': 3.5541534423828125}
[N-]=[N+]=NCCOC(=O)c1ccc(S(=O)(=O)NCCc2c[nH]c3ccc(O)cc23)cc1, {'score': 2.8008062839508057}
Nc1nc(N(c2c(F)cccc2C(=O)O)[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)O)nc2[nH]cnc12, {'score': 3.983626127243042}
NS(=O)(=O)CCN(c1ccc(S(=O)(=O)N[C@@H](CN[C@@H](CC(=O)O)C(=O)O)Cc2ccc(O)cc2)cn1)C1CC1, {'score': 3.0838370323181152}
Cc1c[nH]c(-c2ccccc2-c2nnn(Cc3ccc(CN4CCC[C@H](C(=O)N5CCC(S(=O)(=O)F)CC5)C4)cc3)n2)n1, {'score': 5.51840353012085}
CC[C@H](C)[C@H](N)C(=O)OC1CCN(C(=O)[C@@H]([C@@H](C)CC)N(c2ncc3[nH]ccc3n2)c2nnnn2-c2c(Cl)cccc2Cl)CC1, {'score': 4.210906982421875}
NS(=O)(=O)CCN(c1ccc([N+](=O)[O-])c2ccccc12)[C@@H](COC(=O)C1CCN1S(=O)(=O)c1ccncc1)C(=O)O, {'score': 3.013646364212036}
Nc1cc(-c2cccc(N(c3ccc(C(=O)NCc4cccc(O)c4)c(F)c3F)S(=O)(=O)c3ccncc3)c2)n[nH]1, {'score': 4.533876419067383}
O=[N+]([O-])c1ccc(N(c2ccc(F)nc2-c2ccc(Cl)cc2)C2CCN(S(=O)(=O)C3CCNCC3)CC2)c2cccnc12, {'score': 4.098437309265137}
CCc1ccccc1Cn1nnc(-c2ccc(F)cc2Cn2cc(CCO)nn2)n1, {'score': 4.334218502044678}
O=Cc1ccc(N(Cc2c[nH]c3ccc(F)cc23)c2ccnc3ccccc23)c(C(F)(F)F)c1, {'score': 4.55414342880249}
O=C(NCCCCN(Cc1ccc(C(F)(F)F)cn1)C[C@@H](NC(=O)N1CCC[C@@H](C(=O)O)C1)c1ccccc1)Nc1cccc(B(O)O)c1, {'score': 4.201305389404297}
Cc1ncc(N(c2ccc(C(F)(F)F)cn2)[C@H](C(=O)N[C@@H](CNCCC[C@H](N)C(=O)O)CC(C)C)[C@@H](C)O)[nH]1, {'score': 3.5107946395874023}
COC(=O)CCN(C(=O)N1CCC[C@H](O)C1)c1ccc(-c2cncc(-c3nnn(CC4CC4)n3)c2)cn1, {'score': 5.299741268157959}
OB(O)c1ccc(-c2nnn(Cc3cccc(F)c3)n2)c(F)c1, {'score': 3.7004196643829346}
C[C@H](Nc1nnnn1-c1ccccc1)C(=O)O, {'score': 3.0125997066497803}
N#Cc1ccc(Cn2cc(CCO)nn2)c(F)c1, {'score': 2.7433464527130127}
Cc1cc(N(Cc2c[nH]c3ccccc23)c2cccc(C(=O)O)n2)cnc1N(c1ccc(C#N)cc1)c1ccc(C(=O)O)cc1C(F)(F)F, {'score': 3.2808258533477783}
NS(=O)(=O)CCN(CCC=O)c1ccc(-c2csc(-c3cc[nH]n3)n2)cn1, {'score': 3.3495566844940186}
Cc1cc(C)cc(-c2cc(N(Cc3ccc(F)cc3)c3ccc([N+](=O)[O-])c4ncccc34)[nH]n2)c1, {'score': 4.54896354675293}
C[C@@H](O)[C@@H](C(=O)O)N(c1ccc(C#N)c(Cn2nnc(-c3cncc(-c4ccc(N)nc4)c3)n2)c1)c1nnnn1-c1ccc(OC(F)(F)F)cc1, {'score': 4.695539951324463}
N#Cc1ccc(NCCN2CCN(C[C@H](CCCNC(=N)N)NC(=O)c3cc[nH]n3)CC2)cc1CBr, {'score': 4.098789215087891}
N#Cc1ccc(B(O)O)cc1N1CCN(S(=O)(=O)CCN(Cc2ccccc2)Cc2c[nH]c3ccccc23)CC1, {'score': 3.6437795162200928}
CC[C@H](C)[C@H](NCCn1nnc(-c2ccc(B(O)O)cc2N(c2cc(S(=O)(=O)F)ccc2C)C2CCOCC2)n1)C(=O)O, {'score': 3.451631784439087}
O=C1CCCN(C2CCNCC2)C1, {'score': 2.504777431488037}
NC(=O)CC[C@H](Nc1ccc(C(=O)N2CCCC(COC(=O)c3cccc(C=O)c3)C2)c(N2CC[C@@H](O)C2)c1F)C(=O)O, {'score': 3.712799310684204}
NC(=O)C[C@@H](C(=O)N1CCC[C@@H](C(=O)O)C1)N(c1ccc(NCc2c[nH]c3cc(Br)ccc23)c(Br)n1)c1nnnn1CCN1CCOCC1, {'score': 4.5702362060546875}
C=CCN(CCC(=O)OC)Cc1nc(N2CCC[C@@H](OC(=O)[C@H](N)Cc3c[nH]cn3)C2)sc1C, {'score': 2.551424741744995}
CC1(C)OB(c2ccc(NC(=O)[C@H](CCC(=O)N3CCNCC3)NC(=O)[C@@H](CS)NC(=O)NCCc3ccncc3)nc2)OC1(C)C, {'score': 4.251565456390381}
O=C(NCc1ccco1)N1CCCC(CO)C1, {'score': 3.68810772895813}
C[C@H](OC(=O)[C@@H](CCC(N)=O)N(c1nc2ccccc2[nH]1)S(=O)(=O)c1cccc(F)c1)C(=O)N1CCC[C@H](C(=O)O)C1, {'score': 3.0663745403289795}
Cc1cnc(N(Cc2cccc(O)c2)c2cccnc2Nc2cccnc2Br)cc1-c1ccc2[nH]ccc2c1, {'score': 5.177805423736572}
Cc1ncc(-c2cccc(Cl)c2)[nH]1, {'score': 2.9396355152130127}
O=C(O)c1ccc(F)c(F)c1N(c1nnnn1-c1ccc(OC(F)(F)F)cc1)[C@@H](CCCN(CCN1CCOCC1)c1nc2ccccc2[nH]1)C(=O)O, {'score': 4.0475358963012695}
O=C(NCCCO)N[C@H](COC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@@H](Nc1cc(CBr)ccc1[N+](=O)[O-])c1ccccc1)C(=O)O, {'score': 3.5184688568115234}
C=CCn1nnnc1N[C@@H](CCCNCc1cccc(F)c1NC(=O)[C@H](CCSC)NS(=O)(=O)N1CCCCC1)C(=O)O, {'score': 3.007944107055664}
O=C(O[C@@H]1CCCN(S(=O)(=O)C2CC2)C1)c1cccc(F)c1N1CCN(c2nc3ccccc3[nH]2)CC1, {'score': 3.9511754512786865}
COC(=O)CCN(CCc1ccncc1)Cc1ccc(C(F)(F)F)cc1, {'score': 3.4148199558258057}
CN(CC(=O)N1CCC(=O)CC1)Cc1ccccc1, {'score': 2.595090627670288}
O=C(NCc1cccc(O)c1)Nc1cccc2ccccc12, {'score': 5.070940971374512}
C=CCn1nnnc1N[C@@H](C(=O)OCCOC(=O)[C@@H]1C[C@@H](O)CN1c1cccnc1OC)C(C)C, {'score': 2.502286195755005}
NS(=O)(=O)CCN(CCC(=O)N1CCC[C@H](C(=O)O)C1)[C@@H](CO)C(=O)O[C@H]1CN2CCC1CC2, {'score': 2.8810226917266846}
C[C@@H](CN(C(=O)[C@@H](CCC(N)=O)NC(=O)N[C@H](Cc1ccccc1)C(=O)O)c1ccccn1)OC(=O)c1ccncc1, {'score': 3.402169942855835}
O=C1CCCN(Cc2ccc(N(c3ncccc3I)C3CC3)c(C(F)(F)F)c2)C1, {'score': 4.068547248840332}
C[C@H](CN(Cc1cccnc1)c1ccccn1)OC(=O)[C@H](CCCN)Nc1nc2ccccc2[nH]1, {'score': 3.050616979598999}
OCCc1cn(Cc2ccccc2-c2nnn(CC3CCCCC3)n2)nn1, {'score': 4.592022895812988}
O=C(O)CCNCc1cccnc1N(c1nc(F)nc2[nH]cnc12)C1CCCN(C(=O)NCCN2CCNCC2)C1, {'score': 4.522457122802734}
COc1ccnc(N2CC[C@@H](O)C2)n1, {'score': 2.3836920261383057}
Cc1ncc(-c2cccnc2)[nH]1, {'score': 3.303493022918701}
NC(=O)CC[C@H](CN[C@H](CO)C(=O)O)N(C[C@H](Cc1c[nH]cn1)NC(=O)c1cncc(F)c1)c1ccc([N+](=O)[O-])c2ncccc12, {'score': 3.6974220275878906}
Cc1ncc(-c2ccccc2Cl)[nH]1, {'score': 3.4119949340820312}
O=Cc1ccccc1C(=O)OCc1cn(CC2CC2)nn1, {'score': 3.6940808296203613}
CC(C)C[C@H](CN(CCc1c[nH]c2ccccc12)c1cccnc1N1Cc2ccccc2C[C@H]1C(=O)O)NC(=O)N[C@@H](C)c1ccccc1, {'score': 5.099145412445068}
NC(=O)C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCN(CCN(Cc2ccc(C=O)cc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1, {'score': 4.835861682891846}
COc1ccc(CNC(=O)Nc2c(C)cccc2C)cc1, {'score': 4.043302059173584}
COC(=O)CCN(Cc1cccc(F)c1F)C[C@@H](C)OC(=O)[C@@H](Nc1cc(F)ncc1C)C(C)C, {'score': 2.495845079421997}
Cc1ncc(N(c2ccc([N+](=O)[O-])c3ncccc23)[C@@H](CN(CCS(N)(=O)=O)c2ccccc2B(O)O)c2ccccc2)[nH]1, {'score': 3.7314224243164062}
O[C@@H]1CCCN(Cc2cccnc2-c2ccc(-c3nnn(Cc4cccc(F)c4)n3)s2)C1, {'score': 5.100782871246338}
