O=C(C[C@@H](C(=O)Oc1ccc(F)cc1B(O)O)N(c1nc2ccccc2[nH]1)c1nnnn1-c1c(Cl)cccc1Cl)Oc1cc(F)cc(B(O)O)c1, {'score': 3.130319833755493}
NC(=O)C[C@H](N)C(=O)N(CCC(=O)N(C1CCOCC1)[C@@H](Cc1ccccc1)C(=O)O)[C@@H](CC1CCCCC1)C(=O)O, {'score': 2.931939125061035}
COc1cccc(C(C)N(Cc2ccc(F)c(C(F)(F)F)c2)[C@H](C)c2ccccc2)c1, {'score': 4.423464298248291}
Cc1cc(F)ccc1-c1cc(Nc2cc(C(F)(F)F)ccc2C=O)[nH]n1, {'score': 4.718353748321533}
Fc1ncccc1CN1CCN(C2CCC2)CC1, {'score': 3.702962636947632}
O=Cc1cccc(-c2cccnc2F)c1, {'score': 3.104060649871826}
N=C(N)NCCC[C@@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)O)N(c1nc2ccccc2[nH]1)c1ccc(Cn2nnc(-c3cc(B(O)O)ccc3F)n2)cc1[N+](=O)[O-], {'score': 4.125144958496094}
O=C(NC1CCCC1)N1CCCC(CO)C1, {'score': 3.3312902450561523}
O=C(O)[C@H]1CCCN1C(=O)[C@@H]1CCCN(C(=O)N(CC#Cc2c[nH]cn2)Cc2c[nH]c3ccc(F)cc23)C1, {'score': 4.3924407958984375}
O=C(O[C@H]1CCCNC1)[C@@H]1CCCN1C(=O)c1ccc(Cn2nnc(-c3ccc(F)cc3)n2)cc1, {'score': 4.6484456062316895}
O=C1CCN(C(=O)Nc2cccc(C(F)(F)F)c2)CC1, {'score': 4.006908893585205}
CSCC[C@@H](Nc1ccc([N+](=O)[O-])c2ccccc12)C(=O)O[C@@H]1CCCN(c2ccc(C#N)c(Cn3nnc(-c4cccc(CBr)c4)n3)c2)C1, {'score': 4.230146884918213}
CCc1ccccc1Cn1nnc(-c2ccc(-c3cccc(CN(Cc4ccc(O)cc4)C[C@H](N)CCCNC(=N)N)c3)s2)n1, {'score': 4.723853588104248}
N=C(N)NCCC[C@@H](NC(=O)NC1CCCC1)C(=O)OCc1cn(Cc2ccccn2)nn1, {'score': 3.4058969020843506}
Cc1cnc(N[C@@H](Cc2c[nH]cn2)C(=O)O)cc1N(c1nnnn1C1CC1)[C@@H](C(=O)OC1CCNCC1)c1ccccc1, {'score': 3.994168996810913}
O[C@@H]1CCN(C2CCN(c3ncc4[nH]ccc4n3)CC2)C1, {'score': 3.9270479679107666}
COc1ncccc1N1CC[C@@H](OC(=O)[C@@H](Cc2c[nH]c3ccccc23)N(Cc2ncc[nH]2)C(=O)[C@@H](N)CC(N)=O)C1, {'score': 3.3805460929870605}
C[C@@H](OC(=O)[C@H](N)[C@@H](C)OC(=O)[C@@H](CCC(N)=O)N(c1ncc(S(=O)(=O)F)s1)c1nnnn1CC1CCCCC1)[C@H](N)C(=O)O, {'score': 2.7726097106933594}
C[C@H](Nc1ncccc1C(=O)Oc1ccc2[nH]cc(CCN(Cc3nc4ccccc4[nH]3)c3ncc(S(=O)(=O)F)s3)c2c1)C(=O)O, {'score': 3.930084705352783}
O=C(O)c1ccccc1Cn1nnc(-c2ccc(B(O)O)cc2N(c2nc3ccccc3[nH]2)[C@@H](Cc2ccccc2)C(=O)O)n1, {'score': 3.633249044418335}
Cc1ccnc(NC2CC2)c1N(c1ccc(C#N)cc1C(F)(F)F)C1CCCN(C(=O)Nc2ccc(Cl)c(Cl)c2)C1, {'score': 4.455738544464111}
CC(C)C[C@H](CN1C[C@H](O)C[C@H]1C(=O)O)NC(=O)[C@@H](CCC(N)=O)N(c1ccc([N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])c2ncccc12, {'score': 3.7579715251922607}
N#Cc1ccc(NCCC[C@H](Nc2ccc(C(=O)O)cc2C(F)(F)F)C(=O)N2CCC(S(=O)(=O)F)CC2)cc1Cn1nnc(-c2ccc(CBr)cc2)n1, {'score': 4.4803032875061035}
CSCC[C@@H](CN(CCc1c[nH]c2ccc(O)cc12)Cc1ccc(F)c(C(F)(F)F)c1)N(C(=O)N1CCCC(=O)C1)c1cnc(F)c(C)c1, {'score': 3.8397059440612793}
NS(=O)(=O)CCN1CCC[C@H]1C(=O)O, {'score': 1.7393217086791992}
CCCCCCn1cc(-c2ccc(OC)nc2)nn1, {'score': 3.4886879920959473}
N=C(N)NCCC[C@@H](C(=O)O)N(c1ccc2c(C=O)c[nH]c2c1)c1ccc([N+](=O)[O-])c2ccccc12, {'score': 3.8896145820617676}
CSCC[C@H](NC(=O)N(c1cc(CBr)ccc1[N+](=O)[O-])[C@@H](CS)C(=O)OCCO)C(=O)N1CCCC(=O)C1, {'score': 2.937298536300659}
O=C(O)[C@H](Cc1cccs1)NCc1ccc(F)cc1, {'score': 2.7318074703216553}
Cc1ccnc(Br)c1NC[C@@H]1CCCN(c2ccc(C#N)c(Cn3nnc(-c4ccc(-c5c[nH]cn5)cc4F)n3)c2)C1, {'score': 5.413501262664795}
Cc1ncc(-c2cc(C(=O)NCc3c[nH]c4ccccc34)ccc2N2CCC[C@@H](C(=O)NCCN3CCNCC3)C2)[nH]1, {'score': 5.58804178237915}
CC[C@@H](C(=O)O)N(C(=O)N1CCC[C@H]1C(=O)O)c1ncccc1C(=O)O, {'score': 3.002427577972412}
COc1ccnc(N(c2nnnn2-c2ccc(Cl)cc2Cl)[C@H](CC(N)=O)CN2CCC2C(=O)O)n1, {'score': 3.994499921798706}
O=C=Nc1ccc(N2CCN(CCN(Cc3ccc(B(O)O)cc3)C[C@H]3CCCN(c4ncc(Br)cn4)C3)CC2)cc1, {'score': 5.035624980926514}
O=C1CCN(Cc2cc[nH]n2)CC1, {'score': 1.8312098979949951}
Cc1ccnc(C#CCNC(=O)N[C@H](C)c2ccccc2)c1NC(=O)N[C@@H](CCC(=O)N1CCCC(=O)C1)C(=O)O, {'score': 3.9444987773895264}
Fc1cncc(-c2c[nH]cn2)c1, {'score': 2.7800068855285645}
C#CCNC(=O)[C@H](CCC(=O)Oc1ccc(F)cc1B(O)O)N(c1nccc(OC)n1)c1cc(CBr)ccc1[N+](=O)[O-], {'score': 2.965850830078125}
COc1ncc(-c2ccc(S)cc2)cc1C, {'score': 3.627800226211548}
C=CCn1cc(CO)nn1, {'score': 1.2158198356628418}
Cc1sc(N(c2ccccc2CNCCc2ccc(O)cc2)C2CCC2)nc1CN1CCCC(CO)C1, {'score': 4.546024799346924}
Cc1sc(N(c2ccc(C#N)cc2)[C@@H](C(=O)N(c2nnnn2-c2ccc(F)cc2)[C@H](CS)C(=O)O)C(C)C)nc1C(=O)O, {'score': 3.5929901599884033}
CC[C@H](C)[C@@H](C(=O)NCc1ccc(OC)cc1)N(Cc1cncs1)c1cc(C(F)(F)F)ccc1C=O, {'score': 3.8232293128967285}
O=Cc1c[nH]c2cc(-c3cc[nH]n3)ccc12, {'score': 3.1194393634796143}
N=C(N)NCCC[C@@H](NC(=O)Nc1cccnc1Br)C(=O)Oc1ccc2[nH]cc(CCN(Cc3ccccc3CCl)c3ccc(C(F)(F)F)cn3)c2c1, {'score': 4.376161098480225}
O=C(CBr)N1CCN(c2ccc(-c3nnn(Cc4cccc(F)c4)n3)c(CBr)c2)CC1, {'score': 4.48600435256958}
CC(c1cccc(B(O)O)c1)N(c1ncc(-c2ccc(N)nc2)cn1)[C@@H](CC1CCCCC1)C(=O)N1CC[C@@H](O)C1, {'score': 3.9609262943267822}
CC(C)[C@@H](C(=O)Oc1ccc(B(O)O)cc1)N(c1ncc(S(=O)(=O)N2CC[C@@H](O)C2)s1)c1ncc(Br)cc1B(O)O, {'score': 2.505824089050293}
CC(c1cccc(B(O)O)c1)N(c1ncccc1-c1cccc(F)c1F)[C@@H](C)C(=O)NC[C@@H](C)O, {'score': 3.599968433380127}
O=C1CCCN(C[C@H](Cc2cccs2)NC(=O)c2cccc(F)c2F)C1, {'score': 3.138472557067871}
COC(=O)CCN(Cc1cccc(C(=O)OC)c1)[C@@H](CC(=O)O[C@H](C)[C@@H](Nc1cnc(F)c(C)c1)C(=O)O)C(=O)O, {'score': 2.4860455989837646}
N#Cc1cc(-c2ccc(S(=O)(=O)F)cc2)ccc1N(Cc1ccc(N2CCC[C@H](O)C2)c(C(F)(F)F)c1)C1CCCCC1, {'score': 3.995492458343506}
COc1ccc(NC(=O)N[C@H](CCSC)CN2CCC[C@@H](C(=O)O)C2)cc1, {'score': 3.562971830368042}
C=CCOC(=O)[C@@H]1CCCN1Cc1ccc(F)c(C(F)(F)F)c1, {'score': 3.1512436866760254}
N=C(N)NCCC[C@H](CN(C(=O)N1CCCC(CO)C1)c1cccc(B(O)O)c1)N(CCC(=O)O)c1nnnn1-c1ccc(OC(F)(F)F)cc1, {'score': 3.671006679534912}
N#Cc1cc(B(O)O)ccc1N[C@H](COC(=O)[C@@H]1C[C@@H](O)CN1Cc1ccncc1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1, {'score': 3.785550594329834}
CC(C)C[C@H](NCc1ccc(N(CCC(=O)O)CCS(=O)(=O)N2CCC(=O)CC2)c(F)c1F)C(=O)O, {'score': 3.3519811630249023}
Cc1ncc(-c2cc(C(=O)O)ccc2N(C[C@H](Cc2c[nH]c3ccccc23)Nc2ccc(C(=O)O)c(F)c2F)[C@H](CCCNC(=N)N)C(=O)O)[nH]1, {'score': 4.003788471221924}
C=CCNC(=O)N1CCC(N2CCC[C@@H](CN3CCCC(CO)C3)C2)CC1, {'score': 3.748809337615967}
O=Cc1cnccc1NS(=O)(=O)c1ccc(N2CCC(S(=O)(=O)N3CCCC(CO)C3)CC2)cc1, {'score': 2.8419077396392822}
N#Cc1ccc(N(CCc2c[nH]c3ccc(OC(=O)c4ccc(C(F)(F)F)cn4)cc23)c2ccc3[nH]cc(CN4CCC[C@H](O)C4)c3c2)cc1CBr, {'score': 4.751572132110596}
Cc1sc(N(c2nnnn2Cc2ccccc2)[C@@H](CC(N)=O)C(=O)O)nc1C(=O)O, {'score': 3.0496509075164795}
COc1cncc(-c2c[nH]cn2)c1, {'score': 2.961573362350464}
O=Cc1ccnc(-c2ccc(-c3nnn(Cc4ccc([N+](=O)[O-])c(N5CCN(C(=O)NCc6ccco6)CC5)c4)n3)nc2)c1, {'score': 6.094598293304443}
CCCCOC(=O)c1ccccc1Cn1nnc(-c2ccc(F)c(C(F)(F)F)c2)n1, {'score': 3.79813814163208}
O=C(O)COC(=O)[C@@H]1CCCN1Cc1ccc(S(=O)(=O)F)cc1, {'score': 3.1239559650421143}
CC[C@H](C)[C@H](NC[C@@H](N)CC(C)C)C(=O)OC1CCN(Cc2cnccc2NC(=O)c2cc(C(F)(F)F)ccn2)CC1, {'score': 3.8857879638671875}
O[C@H]1CCCN(c2ccccn2)C1, {'score': 2.3604049682617188}
COc1cccc(CNC(=O)[C@@H](Cc2c[nH]cn2)N(CCS(=O)(=O)N2CCC2C(=O)O)c2ccccn2)c1, {'score': 3.5527327060699463}
Cc1cccc(C)c1-c1cscn1, {'score': 2.3044519424438477}
O=CCCN(c1ncc2[nH]ccc2n1)[C@@H](Cc1cccs1)C(=O)N1CCC[C@@H]1CNCCc1c[nH]c2ccc(O)cc12, {'score': 4.1536545753479}
O=C(O)c1cccc(F)c1N(c1ccc(-c2cccc(S(=O)(=O)NCCc3ccc(O)cc3)n2)cn1)c1ccc([N+](=O)[O-])c2ccccc12, {'score': 3.7747962474823}
CCCCOC(=O)c1ccc(-c2nnn(Cc3ccccc3F)n2)nc1, {'score': 3.694167137145996}
CCCCNC(=O)N1CCCC(CO)C1, {'score': 2.6479218006134033}
NS(=O)(=O)c1ccc(CCNC(=O)[C@@H](CC(=O)O)N(c2ccc([N+](=O)[O-])c3ccccc23)C2CCN(c3ccc([N+](=O)[O-])c4ccccc34)CC2)cc1, {'score': 4.339178562164307}
Cc1ccc(Cn2cc(CNc3nc4ccccc4[nH]3)nn2)cc1F, {'score': 4.627370834350586}
CC(C)[C@@H](C(=O)O)N(Cc1ccc(F)cc1)C[C@@H](Cc1c[nH]c2ccccc12)N(c1ccc(C(=O)O)cc1C(F)(F)F)c1c(C(=O)O)ccc(F)c1F, {'score': 3.6196677684783936}
COc1cncc(-c2c[nH]cn2)c1, {'score': 2.961573362350464}
C#Cc1cncc(O)c1, {'score': 1.8342885971069336}
CC(C)S(=O)(=O)N(CCN1CCN(CCC=O)CC1)c1cccc(CN2CCC2C(=O)O)n1, {'score': 3.558461904525757}
N#Cc1ccccc1-c1ncccc1B(O)O, {'score': 2.6994423866271973}
Nc1nc(N[C@@H](CO)C(=O)OCC2CCCN(C[C@@H]3CCCN3C(=O)Nc3ccccn3)C2)nc2[nH]cnc12, {'score': 3.8605289459228516}
COC(=O)CCN(CCS(N)(=O)=O)[C@H](Cc1c[nH]c2ccccc12)C(=O)Oc1ccc(CCNS(=O)(=O)N2CCCCC2)cc1, {'score': 2.9114797115325928}
Cc1cnc(N2CCCC(=O)C2)cc1-c1cn(Cc2cccc(C)c2C)nn1, {'score': 5.152892112731934}
O=C(O[C@H]1CCCN(CC2CCCCC2)C1)c1cncc(F)c1, {'score': 3.082841396331787}
Cc1sc(N[C@H](CO)CN(c2ccc(CBr)cc2[N+](=O)[O-])c2n[nH]cc2C#CCO)nc1C(=O)O, {'score': 2.6829493045806885}
CN(CCN[C@@H](CCCNC(=N)N)C(=O)Oc1cccc(CNC(=O)c2cccc(N=C=S)c2)c1)C1CCC1, {'score': 4.16264009475708}
O=C([C@@H]1CCCN(CCS(=O)(=O)N2CCC(Nc3ccccn3)CC2)C1)N1CC[C@@H](O)C1, {'score': 3.901252031326294}
N=C(N)NCCC[C@H](C(=O)Oc1cncc(Br)c1)N(Cc1cccnc1F)c1cc(B(O)O)ccc1-c1nnn(Cc2ccc(C(=O)O)cc2)n1, {'score': 3.891045570373535}
CC(C)(C(=O)Oc1ccc(CCNc2cccnc2F)cc1)N(Cc1ccc(S(=O)(=O)F)cc1)Cc1cncs1, {'score': 3.600618600845337}
O=C(N[C@H](Cc1ccc(O)cc1)C(=O)N1CCNCC1)c1cccc(F)c1N(C1CCCCC1)S(=O)(=O)Cc1ccccc1, {'score': 4.213342189788818}
N#Cc1ccc(N(c2ncccc2C(=O)O)[C@@H](CS)C(=O)O)c(C(F)(F)F)c1, {'score': 3.119441509246826}
Cc1ncc(-c2cccc(S(=O)(=O)N3CCC[C@@H]3C(=O)N[C@@H](C)c3ccccc3)c2)[nH]1, {'score': 4.197640895843506}
C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1ccnc2ccccc12)c1ccccc1, {'score': 5.594760417938232}
COC(=O)c1ccc(CN(c2nnnn2Cc2ccccc2)[C@@H](CC2CCCCC2)C(=O)OCC2CCCN(C(=O)c3cc(C(F)(F)F)ccn3)C2)cc1, {'score': 4.021956920623779}
C#CCN(c1nc2ccccc2[nH]1)S(=O)(=O)c1cccc(-c2cn(Cc3cccc(C)c3C)nn2)n1, {'score': 4.0097336769104}
N#Cc1cncc(-c2cccc(CN(c3ccc(-c4nnn(Cc5cccnc5)n4)c(CBr)c3)[C@H](CC(N)=O)C(=O)O)c2)c1, {'score': 4.377417087554932}
CSCC[C@@H](C(=O)N[C@H](Cc1ccccc1)CN1CC[C@@H](O)C1)N(C(=O)N1CCC(O)CC1)c1nnnn1-c1ccc(F)cc1, {'score': 3.992550849914551}
Cc1cnc(F)cc1-c1ccc(N(c2cc(C=O)ccn2)c2n[nH]cc2Br)c(CN2CCC[C@H](C(=O)O)C2)c1, {'score': 4.13528299331665}
Cc1cc(F)ccc1-c1cccnc1N1CCCC(COC(=O)CO)C1, {'score': 3.4601078033447266}
COc1cccc(CNCc2cccc(C(=O)O)c2)c1, {'score': 4.046116828918457}
CC(C)S(=O)(=O)N1CCC(OC(=O)c2ccccc2Cn2nnc(-c3ccc(F)c(C(F)(F)F)c3)n2)CC1, {'score': 3.8328497409820557}
C[C@H](NC(=O)N(CCC(=O)O)[C@H](C)C(=O)O[C@@H](C)CNC(=O)c1cncs1)c1ccccc1, {'score': 2.9032208919525146}
COC(=O)CCN(Cc1ccncc1F)CC(C)C, {'score': 2.0573322772979736}
O=Cc1ccc(CN2CCN(C(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)c3ccc(N4CCCC(CO)C4)nc3)CC2)cc1, {'score': 4.3173065185546875}
C=CCN(c1cnc(C)[nH]1)c1ccc(C(=O)NCCC(=O)O)cc1-c1cnc2cccnn12, {'score': 3.948725938796997}
N#Cc1ccc(B(O)O)cc1N(CCS(N)(=O)=O)CC(=O)N1CCCC(CO)C1, {'score': 3.0184316635131836}
COCCN(Cc1ccccc1C(F)(F)F)C1CCCN(c2ccc(CNCc3ccc(OC)cc3)cc2)C1, {'score': 5.0994648933410645}
Cc1cnc(N(c2ccc(C(=O)O)cc2B(O)O)[C@H](Cc2c[nH]cn2)C(=O)O)cc1-c1ccc(Nc2ccc(C#N)cc2)nc1, {'score': 3.701458215713501}
Cc1ncc(-c2cccnc2-c2cn(Cc3cccc(C)c3C)nn2)[nH]1, {'score': 4.890614986419678}
N#Cc1cncc(-c2ccc(CN(CCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)c3ccc([N+](=O)[O-])c4ncccc34)cc2)c1, {'score': 4.648688316345215}
COc1cccc(CNc2cc(C#Cc3csc(-c4cc[nH]n4)n3)c(C)cn2)c1, {'score': 4.619393825531006}
CN(CC(=O)O)C(=O)c1cncc(F)c1, {'score': 2.7671687602996826}
O=C(O[C@H]1CCCN(c2ccc([N+](=O)[O-])c3ncccc23)C1)c1cccc(-c2c[nH]cn2)c1, {'score': 4.220818996429443}
Cc1ccnc(N(c2c(F)cccc2C(=O)O)C(C)(C)C(=O)O)c1N(c1cncc(C#N)c1)c1nc(C)c(C(=O)O)s1, {'score': 3.3976361751556396}
Cc1ccnc(Br)c1N(C[C@H](CCC(N)=O)N(c1ccc(C#N)cc1)c1cc(C(F)(F)F)ccc1C=O)c1ccc(CBr)cc1[N+](=O)[O-], {'score': 3.773242473602295}
C=CCN(Cc1ccc(OC)cc1)C(=O)N[C@H](Cc1c[nH]cn1)CN(CCS(=O)(=O)F)c1c(F)cccc1C(=O)O, {'score': 3.2796690464019775}
NC(=O)CC[C@@H](C(=O)O)N(C(=O)N1CCC1C(=O)O)c1csc(NC(=O)N[C@H](CO)C(=O)O)n1, {'score': 3.323499917984009}
CC(C)C[C@H](CN(C(=O)[C@H](CC1CCCCC1)Nc1ncc(S(=O)(=O)F)s1)[C@H](CCC(N)=O)C(=O)O)Nc1ncc(Br)cn1, {'score': 3.268893241882324}
C[C@H](C(=O)OCCN=[N+]=[N-])N(c1nc2ccccc2[nH]1)c1ccc([N+](=O)[O-])c2ccccc12, {'score': 3.9178225994110107}
O[C@@H]1CCCN(C2CCC2)C1, {'score': 2.1092689037323}
Cc1ncc(N2CCN(c3cc(N4CCCC(N[C@@H](Cc5ccc([N+](=O)[O-])cc5)C(=O)O)C4)ncc3C)CC2)[nH]1, {'score': 4.895392417907715}
C[C@H](O)CNC(=O)Nc1cccc2ccccc12, {'score': 4.035790920257568}
